work_key,work_id,house,state,state_key,district_name,ida_raw,ida_key,mp_name_raw,mp_name_clean,mp_key,constituency,elected_nominated,work_raw,work_category_raw,category_raw,category_nlp,work_description_raw,work_description_clean,recommended_date,sanction_date,completion_date,recommended_amount,sanction_amount,amount_disbursed,work_status,image_raw,source_stage,quarantine_reason,work_key_mode,work_key_source
wk_d302a3176703,,RS,Uttar Pradesh,Uttar Pradesh,Ghazipur,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),GHAZIPUR,Dr. Sangeeta Balwant (2024-30) (2024-2030),SANGEETA BALWANT,RS_SANGEETA BALWANT,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,BLOCK MOHHAMDABAD GRAM SABHA ICHAULI POST TARWA ME DRITIYA PRATHMIK VIDHYALAY ICHAULI ME KAJESH BIND KE GHAR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,BLOCK MOHHAMDABAD GRAM SABHA ICHAULI POST TARWA ME DRITIYA PRATHMIK VIDHYALAY ICHAULI ME KAJESH BIND KE GHAR KE PASS SARWAJANIK STHAL PAR 6 X 200 WATT SEMI HIGH MAST LIGHT ADHISHTHAAPAN KA KARYA,2024-09-29 00:00:00,,,216400.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d302a3176703
wk_d376b68ac4b3,,RS,Odisha,Odisha,Puri,PURI(DISTRICT COLLECTOR PURI_IDA),PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),SUBHASISH KHUNTIA,RS_SUBHASISH KHUNTIA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of Dwajagada Jaga Community Center at Harachandisahi,Construction of Dwajagada Jaga Community Center at Harachandisahi,2026-01-09 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d376b68ac4b3
wk_d381d9907a37,,RS,Goa,Goa,North Goa,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),NORTH GOA,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),SADANAND MHALU SHET TANAVADE,RS_SADANAND MHALU SHET TANAVADE,,Elected MP,Purchase of vans and buses for educational institutions,Normal/Others,Normal/Others,,Wheelchair-Accessible School Bus for Anand Niketan Special School,Wheelchair-Accessible School Bus for Anand Niketan Special School,2024-10-09 00:00:00,,,3018260.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d381d9907a37
wk_d3a1f99b8a51,,LS,Uttar Pradesh,Uttar Pradesh,Kaushambi,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),KAUSHAMBI,PUSHPENDRA SAROJ,PUSHPENDRA SAROJ,LS_PUSHPENDRA SAROJ,KAUSHAMBI(SC),,Installing hand pumps,Normal/Others,Normal/Others,,Dayashankar Yadav S/o Ram Pratap ke Ghar ke samne Handpump,Dayashankar Yadav S/o Ram Pratap ke Ghar ke samne Handpump,2024-09-25 00:00:00,,,74000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d3a1f99b8a51
wk_d3c1ad7fcc0f,,RS,Rajasthan,Rajasthan,Pali,PALI(DISTRICT COLLECTOR PALI_IDA),PALI,Shri Madan Rathore (2024-30) (2024-2030),MADAN RATHORE,RS_MADAN RATHORE,,Elected MP,Construction of bus-sheds or bus-stops,Normal/Others,Normal/Others,,Public Bus Stand Construction Work at Village Basant,Public Bus Stand Construction Work at Village Basant,2025-02-06 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d3c1ad7fcc0f
wk_d3c566e1cc74,,RS,Kerala,Kerala,Kottayam,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),KOTTAYAM,Shri Jose K. Mani (2024-30) (2024-2030),JOSE K MANI,RS_JOSE K MANI,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,"Installation of Mini Mast Light near Village Office, Mevada","Installation of Mini Mast Light near Village Office, Mevada",2025-07-11 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d3c566e1cc74
wk_d4349727f961,,RS,Maharashtra,Maharashtra,Bhandara,BHANDARA(DISTRICT COLLECTOR BHANDARA_IDA),BHANDARA,Shri Praful Patel (2024-30) (2024-2030),PRAFUL PATEL,RS_PRAFUL PATEL,,Elected MP,Installing tube-wells and borewells,Normal/Others,Normal/Others,,jaitpur me hukare mohalle me shri pundlik shende ke niwas ke pass 1 borwell,jaitpur me hukare mohalle me shri pundlik shende ke niwas ke pass 1 borwell,2025-03-04 00:00:00,,,150000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d4349727f961
wk_d4366d51e807,,RS,Himachal Pradesh,Himachal Pradesh,Chamba,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),CHAMBA,Shri Harsh Mahajan (2024-30) (2024-2030),HARSH MAHAJAN,RS_HARSH MAHAJAN,,Elected MP,Street lights,Normal/Others,Normal/Others,,"Solar Street Lights at Village- Bhanodi , PO. Tarella, Tehsil Churah, Distt. Chamba","Solar Street Lights at Village- Bhanodi , PO. Tarella, Tehsil Churah, Distt. Chamba",2026-01-16 00:00:00,,,100000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d4366d51e807
wk_d43da91dd5d3,,RS,Karnataka,Karnataka,Mandya,MANDYA(DEPUTY COMMISSIONER MANDYA_IDA),MANDYA,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),DHARMASTHALA VEERENDRA HEGGADE,RS_DHARMASTHALA VEERENDRA HEGGADE,,Nominated MP,Construction of buildings for community cultural activities,Normal/Others,Normal/Others,,To carry out the ongoing work on the Shri Vishwakarma Kushala Kaigarika Sangha (R.) building,To carry out the ongoing work on the Shri Vishwakarma Kushala Kaigarika Sangha (R.) building,2025-10-16 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d43da91dd5d3
wk_d48be29bd2c3,,RS,Odisha,Odisha,Puri,PURI(DISTRICT COLLECTOR PURI_IDA),PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),SUBHASISH KHUNTIA,RS_SUBHASISH KHUNTIA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of Trinath Yuva Jyoti Community Center at Bijaya Nagar, Baliapanda.","Construction of Trinath Yuva Jyoti Community Center at Bijaya Nagar, Baliapanda.",2025-08-28 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d48be29bd2c3
wk_d4c7af2937f7,,RS,Kerala,Kerala,Kozhikode,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),KOZHIKODE,Smt. P. T. Usha (2022-28) (2022-2028),P T USHA,RS_P T USHA,,Nominated MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of Kizhakke Thandora Mukku Cherukutti Road in Ward No. 17 (Concreting),Construction of Kizhakke Thandora Mukku Cherukutti Road in Ward No. 17 (Concreting),2025-09-20 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d4c7af2937f7
wk_d4c93cc5f902,,RS,Himachal Pradesh,Himachal Pradesh,Hamirpur,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),HAMIRPUR,Dr. Sikander Kumar (2022-28) (2022-2028),SIKANDER KUMAR,RS_SIKANDER KUMAR,,Elected MP,Installing hand pumps,Normal/Others,Normal/Others,,Installation of Handpump with motor near the house of Sh. Lekh Raj Bittu Son of Sh Dhuma Ram Village Malag Kudara Bahal Gram Panchayat Malag Development Block Nadaun District Hamirpur Executing agency XEN IPH Nadaun Hamirpur,Installation of Handpump with motor near the house of Sh. Lekh Raj Bittu Son of Sh Dhuma Ram Village Malag Kudara Bahal Gram Panchayat Malag Development Block Nadaun District Hamirpur Executing agency XEN IPH Nadaun Hamirpur,2024-11-10 00:00:00,,,350000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d4c93cc5f902
wk_d4ca159bf0e0,,RS,Uttar Pradesh,Uttar Pradesh,Gautam Buddha Nagar,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),GAUTAM BUDDHA NAGAR,Dr. Sudhanshu Trivedi (2024-30) (2024-2030),SUDHANSHU TRIVEDI,RS_SUDHANSHU TRIVEDI,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Interlocking and drain construction,Interlocking and drain construction,2025-10-30 00:00:00,,,2490000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d4ca159bf0e0
wk_d4ecd29a64a3,,RS,Madhya Pradesh,Madhya Pradesh,Ujjain,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),UJJAIN,Shri Balyogi Umeshnath (2024-30) (2024-2030),BALYOGI UMESHNATH,RS_BALYOGI UMESHNATH,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,ward no 9 kalika mata mandir ke pass khachrod me samudayik bhawan ke uper hall nirman,ward no 9 kalika mata mandir ke pass khachrod me samudayik bhawan ke uper hall nirman,2025-08-29 00:00:00,,,1500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d4ecd29a64a3
wk_d4fd2653b6d8,,RS,Kerala,Kerala,Kozhikode,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),KOZHIKODE,Smt. P. T. Usha (2022-28) (2022-2028),P T USHA,RS_P T USHA,,Nominated MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of Kolakulangara Pathway In Ward No. 17(Concreting),Construction of Kolakulangara Pathway In Ward No. 17(Concreting),2025-09-20 00:00:00,,,400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d4fd2653b6d8
wk_d5029331b762,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,CONSTRUCTION OF ADDITIONAL CLASSROOM IN SAMOGURI HIGH SCHOOL,CONSTRUCTION OF ADDITIONAL CLASSROOM IN SAMOGURI HIGH SCHOOL,2026-01-27 00:00:00,,,1500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d5029331b762
wk_d57d39fd5b5c,,RS,Kerala,Kerala,Wayanad,WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA),WAYANAD,Shri C. Sadanandan Master (2025-31) (2025-2031),C SADANANDAN MASTER,RS_C SADANANDAN MASTER,,Nominated MP,Lighting of public spaces,Normal/Others,Normal/Others,,"Lighting of Public spaces Installation of mini mast light at Moodakkolli near post no. sbw bp1247248 11th ward in Irulam village of Poothadi Panchayath, Sulthan Bathery Thaluk, Wayanad District","Lighting of Public spaces Installation of mini mast light at Moodakkolli near post no. sbw bp1247248 11th ward in Irulam village of Poothadi Panchayath, Sulthan Bathery Thaluk, Wayanad District",2026-01-18 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d57d39fd5b5c
wk_d594e889dd6a,,RS,Maharashtra,Maharashtra,Nanded,NANDED(DISTRICT COLLECTOR NANDED_IDA),NANDED,Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030),ASHOKRAO SHANKARRAO CHAVAN,RS_ASHOKRAO SHANKARRAO CHAVAN,,Elected MP,Providing drains and gutters for public drainage,Normal/Others,Normal/Others,,"Construction of cement concrete closed dains at Mauje Kini, Taluka Bhokar, District Nanded","Construction of cement concrete closed dains at Mauje Kini, Taluka Bhokar, District Nanded",2024-12-15 00:00:00,,,1500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d594e889dd6a
wk_d5f196687e46,,RS,Bihar,Bihar,Supaul,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),SUPAUL,Prof. Manoj Kumar Jha (2024-30) (2024-2030),MANOJ KUMAR JHA,RS_MANOJ KUMAR JHA,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,Installation work of high mast light Jagatpur Durmeshwar Mandir in Gauth Baruari Panchayat Ward No 09 under Supaul block.,Installation work of high mast light Jagatpur Durmeshwar Mandir in Gauth Baruari Panchayat Ward No 09 under Supaul block.,2025-07-02 00:00:00,,,820000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d5f196687e46
wk_d60205097b7d,,RS,Jammu And Kashmir,Jammu And Kashmir,Samba,SAMBA(Deputy Commissioner Samba_IDA),SAMBA,Shri Gulam Ali (2022-28) (2022-2028),GULAM ALI,RS_GULAM ALI,,Nominated MP,Installing tube-wells and borewells,Normal/Others,Normal/Others,,Installation of bore well at village Channi kartholi near Sarore Adda Tavi Canal near the house of Allah Rakha,Installation of bore well at village Channi kartholi near Sarore Adda Tavi Canal near the house of Allah Rakha,2023-11-09 00:00:00,,,3.89,,,,,recommended,missing_parseable_work_id,synthetic,wk_d60205097b7d
wk_d63c7eee694b,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Shri Sandosh Kumar P (2022-28) (2022-2028),SANDOSH KUMAR P,RS_SANDOSH KUMAR P,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Side protection work to Krishnan Nambiar Road-Kumbayi Vayatl Thodu,Side protection work to Krishnan Nambiar Road-Kumbayi Vayatl Thodu,2025-03-24 00:00:00,,,1500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d63c7eee694b
wk_d65761529d3a,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,CONSTRUCTION OF ROHDOIPUKHURI SANSKRITIK KENDRA,CONSTRUCTION OF ROHDOIPUKHURI SANSKRITIK KENDRA,2026-01-27 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d65761529d3a
wk_d65869c7d7f8,,RS,Karnataka,Karnataka,Chikkamagaluru,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),CHIKKAMAGALURU,Shri Jairam Ramesh (2022-28) (2022-2028),JAIRAM RAMESH,RS_JAIRAM RAMESH,,Elected MP,Construction of water tanks,Normal/Others,Normal/Others,,For construction of Suddaganga Water plant at Buchenahalli kavalu of Sindigere Village & Panchayath.,For construction of Suddaganga Water plant at Buchenahalli kavalu of Sindigere Village & Panchayath.,2023-09-04 00:00:00,,,1200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d65869c7d7f8
wk_d6cadbde21f9,,LS,Andhra Pradesh,Andhra Pradesh,Eluru,Eluru(DISTRICT COLLECTOR ELURU_IDA),ELURU,Putta Mahesh Kumar,PUTTA MAHESH KUMAR,LS_PUTTA MAHESH KUMAR,ELURU,,Setting up of laboratories,Normal/Others,Normal/Others,,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26 00:00:00,,,400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d6cadbde21f9
wk_d6d02a95e53e,,RS,Jharkhand,Jharkhand,Giridih,GIRIDIH(Deputy Commissioner Giridh_IDA),GIRIDIH,Shri Aditya Prasad (2022-28) (2022-2028),ADITYA PRASAD,RS_ADITYA PRASAD,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of community hall near Mahuri Bhavan in village Gadisirampur in giridih block,Construction of community hall near Mahuri Bhavan in village Gadisirampur in giridih block,2025-08-24 00:00:00,,,700000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d6d02a95e53e
wk_d6eaed7d11b9,,RS,Karnataka,Karnataka,Udupi,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),UDUPI,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),DHARMASTHALA VEERENDRA HEGGADE,RS_DHARMASTHALA VEERENDRA HEGGADE,,Nominated MP,Development of public parks,Normal/Others,Normal/Others,,"To carry out the development works of Kota Dr. Shivarama Karanth Theme Park located within the jurisdiction of Kota Gram Panchayat, Brahmavara Taluk,Udupi District","To carry out the development works of Kota Dr. Shivarama Karanth Theme Park located within the jurisdiction of Kota Gram Panchayat, Brahmavara Taluk,Udupi District",2025-12-30 00:00:00,,,499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d6eaed7d11b9
wk_d7297650b8f7,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,DEVELOPMENT OF LADOIGARH MISSING GAON SANSKRITIK KENDRA,DEVELOPMENT OF LADOIGARH MISSING GAON SANSKRITIK KENDRA,2026-01-27 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d7297650b8f7
wk_d735010bed36,,RS,Puducherry,Puducherry,Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),PUDUCHERRY,Shri S. Selvaganabathy (2021-27) (2021-2027),S SELVAGANABATHY,RS_S SELVAGANABATHY,,Elected MP,Providing drains and gutters for public drainage,Normal/Others,Normal/Others,,Construction of U-Drain with slab in the Pudhu nagar Rettai Vaikkal of Agaram Village in Oussudu Assembly Constituency.,Construction of U-Drain with slab in the Pudhu nagar Rettai Vaikkal of Agaram Village in Oussudu Assembly Constituency.,2023-11-22 00:00:00,,,2500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d735010bed36
wk_d7577364b94a,,LS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,GAURAV GOGOI,GAURAV GOGOI,LS_GAURAV GOGOI,JORHAT,,Construction of boundary walls of existing public and community buildings,Normal/Others,Normal/Others,,"Construction of Boundary Wall at Nazira M.C. Club, Ward No 4, Nazira Town","Construction of Boundary Wall at Nazira M.C. Club, Ward No 4, Nazira Town",2024-11-25 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d7577364b94a
wk_d775d169e519,,LS,Uttar Pradesh,Uttar Pradesh,Auraiya,AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA),AURAIYA,AKHILESH YADAV,AKHILESH YADAV,LS_AKHILESH YADAV,KANNAUJ,,Lighting of public spaces,Normal/Others,Normal/Others,,Installation work of a solar power light on the ground in front of Shiv temple of Shri Chandramohan Rajput village Ariyari development block Sahar district Auraiya. Mob.-7017162032 By-Shri Pramod Kumar Savita,Installation work of a solar power light on the ground in front of Shiv temple of Shri Chandramohan Rajput village Ariyari development block Sahar district Auraiya. Mob.-7017162032 By-Shri Pramod Kumar Savita,2024-12-10 00:00:00,,,15500.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d775d169e519
wk_d7fec2d76a7e,,RS,Maharashtra,Maharashtra,Pune,PUNE(DISTRICT COLLECTOR PUNE_IDA),PUNE,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),MEDHA VISHRAM KULKARNI,RS_MEDHA VISHRAM KULKARNI,,Elected MP,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",Normal/Others,Normal/Others,,"Construction of Jogging Track, Paigoda and Lake at Vandevi Takadi area premises, Karvenagar, Pune, New Ward No 34, Old Ward No 31","Construction of Jogging Track, Paigoda and Lake at Vandevi Takadi area premises, Karvenagar, Pune, New Ward No 34, Old Ward No 31",2024-07-28 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d7fec2d76a7e
wk_d80e4a21e623,,LS,West Bengal,West Bengal,North 24 Parganas,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),NORTH 24 PARGANAS,SK NURUL ISLAM,SK NURUL ISLAM,LS_SK NURUL ISLAM,BASIRHAT,,Construction of common work sheds/ common covered sitting area,Normal/Others,Normal/Others,,Development of Dakshin Auturia BKAP Idgah Maidan under Auturia G.P & Baduria Panchayat Samity (SL.No.-39),Development of Dakshin Auturia BKAP Idgah Maidan under Auturia G.P & Baduria Panchayat Samity (SL.No.-39),2024-09-12 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d80e4a21e623
wk_d832421335b2,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,CONSTRUCTION OF SRI SRI KRISHNA SANSKRITIK KENDRA 5 NO LINE CHARAIDEO,CONSTRUCTION OF SRI SRI KRISHNA SANSKRITIK KENDRA 5 NO LINE CHARAIDEO,2026-01-27 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d832421335b2
wk_d840704a84a2,,RS,Kerala,Kerala,Kozhikode,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),KOZHIKODE,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,RS_ABDUL WAHAB,,Elected MP,Providing drains and gutters for public drainage,Normal/Others,Normal/Others,,"Makkat - Pichappuram road drainage covering slab work, Ward no.03, Olavanna Panchayat","Makkat - Pichappuram road drainage covering slab work, Ward no.03, Olavanna Panchayat",2024-12-26 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d840704a84a2
wk_d855e4ec1984,,RS,Kerala,Kerala,Thiruvananthapuram,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),THIRUVANANTHAPURAM,Shri Jose K. Mani (2024-30) (2024-2030),JOSE K MANI,RS_JOSE K MANI,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of Interlock work at Mekari Vilangamuri Road,Construction of Interlock work at Mekari Vilangamuri Road,2026-01-24 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d855e4ec1984
wk_d8a0a2eb383d,,RS,Delhi,Delhi,North,NORTH(COMMISSIONER MCD NORTH_IDA),NORTH,Ms. Swati Maliwal (2024-30) (2024-2030),SWATI MALIWAL,RS_SWATI MALIWAL,,Elected MP,Installation/ Construction of Anti-Pollution structure,Normal/Others,Normal/Others,,Air purifiers for all residential and common areas for senior citizens in Delhi Government old age home.,Air purifiers for all residential and common areas for senior citizens in Delhi Government old age home.,2025-11-08 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d8a0a2eb383d
wk_d8cb39904cc8,,LS,Uttar Pradesh,Uttar Pradesh,Auraiya,AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA),AURAIYA,AKHILESH YADAV,AKHILESH YADAV,LS_AKHILESH YADAV,KANNAUJ,,Lighting of public spaces,Normal/Others,Normal/Others,,"Installation work of a solar power Light at the gate of Shri Tomar Raghunath Singh Inter College, Village Ariyari Development Block, Sahar District, Auraiya. Mob.-7017162032 By-Shri Pramod Kumar Savita","Installation work of a solar power Light at the gate of Shri Tomar Raghunath Singh Inter College, Village Ariyari Development Block, Sahar District, Auraiya. Mob.-7017162032 By-Shri Pramod Kumar Savita",2024-12-10 00:00:00,,,15500.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d8cb39904cc8
wk_d8db433693cf,,RS,Haryana,Haryana,Panchkula,PANCHKULA(DRDA PANCHKULA),PANCHKULA,Shri Kartikeya Sharma (2022-28) (2022-2028),KARTIKEYA SHARMA,RS_KARTIKEYA SHARMA,,Elected MP,"Purchase of ambulances (Four, three and two wheelers)",Normal/Others,Normal/Others,,purchase of maruti eeco ambulance shell-equipped,purchase of maruti eeco ambulance shell-equipped,2025-12-10 00:00:00,,,1050000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d8db433693cf
wk_d8e05c791a59,,RS,Karnataka,Karnataka,Tumakuru,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),TUMAKURU,Shri Jaggesh (2022-28) (2022-2028),JAGGESH,RS_JAGGESH,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of Cement Concrete Road (C C Road) from Suryanarayana House to Basavaraju House, Nandikalkere Village, Mayasandra Hobli, Mattagadahalli Gram Panchayat, Turuvekere Taluk, Tumkuru District, Karnataka.","Construction of Cement Concrete Road (C C Road) from Suryanarayana House to Basavaraju House, Nandikalkere Village, Mayasandra Hobli, Mattagadahalli Gram Panchayat, Turuvekere Taluk, Tumkuru District, Karnataka.",2025-04-22 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d8e05c791a59
wk_d916931067d5,,LS,Uttar Pradesh,Uttar Pradesh,Auraiya,AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA),AURAIYA,AKHILESH YADAV,AKHILESH YADAV,LS_AKHILESH YADAV,KANNAUJ,,Lighting of public spaces,Normal/Others,Normal/Others,,"Installation work of a solar power Light on the main road in front of the house of Shri Sushil Dubey, Village Ariyari Development Block, Sahar District, Auraiya. Mob.-7017162032 By-Shri Pramod Kumar Savita","Installation work of a solar power Light on the main road in front of the house of Shri Sushil Dubey, Village Ariyari Development Block, Sahar District, Auraiya. Mob.-7017162032 By-Shri Pramod Kumar Savita",2024-12-10 00:00:00,,,15500.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d916931067d5
wk_d9705f8fbb77,,RS,Haryana,Haryana,Fatehabad,FATEHABAD(Deputy Commissioner Fatehabad),FATEHABAD,Shri Subhash Barala (2024-30) (2024-2030),SUBHASH BARALA,RS_SUBHASH BARALA,,Elected MP,Development of playfields and sports grounds,Normal/Others,Normal/Others,,As per demand charter of Gram Panchayat.,As per demand charter of Gram Panchayat.,2025-11-29 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d9705f8fbb77
wk_d9771d5aaf5b,,LS,Telangana,Telangana,Medchal Malkajgiri,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),MEDCHAL MALKAJGIRI,EATALA RAJENDER,EATALA RAJENDER,LS_EATALA RAJENDER,MALKAJGIRI,,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Normal/Others,Normal/Others,,"Construction of two dress changing rooms and open shower system along with borewell and water tank at Hindu Smasana Vatika, 133 Division, near Brundhavan Colony, Machabollaram, GHMC, Mechal-Malkajgiri District","Construction of two dress changing rooms and open shower system along with borewell and water tank at Hindu Smasana Vatika, 133 Division, near Brundhavan Colony, Machabollaram, GHMC, Mechal-Malkajgiri District",2024-11-11 00:00:00,,,850000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_d9771d5aaf5b
wk_da28bce80ba5,,RS,Kerala,Kerala,Kozhikode,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),KOZHIKODE,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,RS_ABDUL WAHAB,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,"Construction of Building for Pratheeksha Special School, Mampetta Ward No.07, Mukkam Municipality","Construction of Building for Pratheeksha Special School, Mampetta Ward No.07, Mukkam Municipality",2025-03-18 00:00:00,,,1300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_da28bce80ba5
