work_key,work_id,house,state,state_key,district_name,ida_raw,ida_key,mp_name_raw,mp_name_clean,mp_key,constituency,elected_nominated,work_raw,work_category_raw,category_raw,category_nlp,work_description_raw,work_description_clean,recommended_date,sanction_date,completion_date,recommended_amount,sanction_amount,amount_disbursed,work_status,image_raw,source_stage,quarantine_reason,work_key_mode,work_key_source
wk_22f448a8f778,,RS,Odisha,Odisha,Khordha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),MANAS RANJAN MANGARAJ,RS_MANAS RANJAN MANGARAJ,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Repair and Renovation,Repair and Renovation,,Completion of CC road from Bibhu Maharana House to Aurobinda Integal Education School.,Completion of CC road from Bibhu Maharana House to Aurobinda Integal Education School.,2025-04-28 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_22f448a8f778
wk_22f66b0338a0,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Shri C. Sadanandan Master (2025-31) (2025-2031),C SADANANDAN MASTER,RS_C SADANANDAN MASTER,,Nominated MP,Construction of common work sheds/ common covered sitting area,Trust and Society,Trust and Society,,"Construction of common sitting area with for Sreemathanikethan, a community institution for old age women run and managed by Dharmabharathi Charitable Trust paving interlocking cement blocks with a masonry parapet on outer side of the courtyard, at Akkamparamba,Kambiveli in Vattakkayam ward in Iritty Municipality, Iritty Block, Chavassery Village, Kannur District","Construction of common sitting area with for Sreemathanikethan, a community institution for old age women run and managed by Dharmabharathi Charitable Trust paving interlocking cement blocks with a masonry parapet on outer side of the courtyard, at Akkamparamba,Kambiveli in Vattakkayam ward in Iritty Municipality, Iritty Block, Chavassery Village, Kannur District",2026-01-18 00:00:00,,,700000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_22f66b0338a0
wk_22fe4340fc3f,,RS,Gujarat,Gujarat,Mahesana,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),MAHESANA,Shri Mayankkumar Nayak (2024-30) (2024-2030),MAYANKKUMAR NAYAK,RS_MAYANKKUMAR NAYAK,,Elected MP,Setting up public non-conventional energy plants,Trust and Society,Trust and Society,,For the work of solar rooftop in the girls hostel run by Shri Bavisi Kadva Patidar Samaj Seva Trust kuvasana village,For the work of solar rooftop in the girls hostel run by Shri Bavisi Kadva Patidar Samaj Seva Trust kuvasana village,2025-08-29 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_22fe4340fc3f
wk_232a661f67a8,,RS,Maharashtra,Maharashtra,Pune,PUNE(DISTRICT COLLECTOR PUNE_IDA),PUNE,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),MEDHA VISHRAM KULKARNI,RS_MEDHA VISHRAM KULKARNI,,Elected MP,Construction of bus-sheds or bus-stops,Normal/Others,Normal/Others,,"Ward 11 Establishment of a bus stop at Dahanukar Colony, Kothrud Down","Ward 11 Establishment of a bus stop at Dahanukar Colony, Kothrud Down",2025-11-26 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_232a661f67a8
wk_2349966ead8e,,RS,Uttar Pradesh,Uttar Pradesh,Kushinagar,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),KUSHINAGAR,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),RATANJIT PRATAP NARAIN SINGH,RS_RATANJIT PRATAP NARAIN SINGH,,Elected MP,Improvement of electricity distribution infrastructure,Normal/Others,Normal/Others,,GP NAHAR CHHAPRA ME KUMAR BHAGAT TOLA ME 63 KVA KE TRANSFORMER KE LIYE,GP NAHAR CHHAPRA ME KUMAR BHAGAT TOLA ME 63 KVA KE TRANSFORMER KE LIYE,2025-06-13 00:00:00,,,193397.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2349966ead8e
wk_235a631a3f62,,RS,Maharashtra,Maharashtra,Pune,PUNE(DISTRICT COLLECTOR PUNE_IDA),PUNE,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),MEDHA VISHRAM KULKARNI,RS_MEDHA VISHRAM KULKARNI,,Elected MP,Construction of veterinary hospitals and dispensaries,Normal/Others,Normal/Others,,"Purchase of 7 Gaseous Veterinary Anaesthesia System and Electric Cautary for the Office of Assistant Commissioner Jashu Samvardhan District Veterinary Hospital Aundh, Pune","Purchase of 7 Gaseous Veterinary Anaesthesia System and Electric Cautary for the Office of Assistant Commissioner Jashu Samvardhan District Veterinary Hospital Aundh, Pune",2025-09-15 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_235a631a3f62
wk_2367d2b36295,,LS,Goa,Goa,North Goa,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),NORTH GOA,Shripad Yesso Naik,SHRIPAD YESSO NAIK,LS_SHRIPAD YESSO NAIK,NORTH GOA,,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Normal/Others,Normal/Others,,Provide Artificial limb left side to Smt Prajyoti Pradeep Amonkar,Provide Artificial limb left side to Smt Prajyoti Pradeep Amonkar,2024-12-05 00:00:00,,,126000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2367d2b36295
wk_237c2568dfd0,,LS,Tamil Nadu,Tamil Nadu,Ranipet,"Ranipet(District Collector, Ranipet_2)",RANIPET,S. Jagathrakshakan,S JAGATHRAKSHAKAN,LS_S JAGATHRAKSHAKAN,ARAKKONAM,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of Cement Road,Construction of Cement Road,2024-12-19 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_237c2568dfd0
wk_2426aa44c75f,,RS,Odisha,Odisha,Mayurbhanj,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),MAYURBHANJ,Smt. Sulata Deo (2022-28) (2022-2028),SULATA DEO,RS_SULATA DEO,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of CC Road from Chandan Murmu House to Jagannath Singh House at Khadikapada Betnoti Block Village Khadikapada GP Anla ITDA Baripada,Construction of CC Road from Chandan Murmu House to Jagannath Singh House at Khadikapada Betnoti Block Village Khadikapada GP Anla ITDA Baripada,2025-05-29 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2426aa44c75f
wk_246f5fa3f801,,RS,Madhya Pradesh,Madhya Pradesh,Sidhi,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),SIDHI,Shri Ashok Singh (2024-30) (2024-2030),ASHOK SINGH,RS_ASHOK SINGH,,Elected MP,Installing hand pumps,Normal/Others,Normal/Others,,Installing hand pumps Sub Dist Rampur Naikin Dist Sidhi Madhya Pradesh,Installing hand pumps Sub Dist Rampur Naikin Dist Sidhi Madhya Pradesh,2025-05-06 00:00:00,,,141000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_246f5fa3f801
wk_248e57cdf139,,LS,Telangana,Telangana,Medchal Malkajgiri,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),MEDCHAL MALKAJGIRI,EATALA RAJENDER,EATALA RAJENDER,LS_EATALA RAJENDER,MALKAJGIRI,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Laying of CC Roads in Road No. 4, 10 and 6 in Presidency Avenue Colony, Old Alwal, Division No. 133 Alwal Circle - 27, Medchal Malkajgiri District.","Laying of CC Roads in Road No. 4, 10 and 6 in Presidency Avenue Colony, Old Alwal, Division No. 133 Alwal Circle - 27, Medchal Malkajgiri District.",2024-11-30 00:00:00,,,3200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_248e57cdf139
wk_24cc210980ba,,RS,Kerala,Kerala,Malappuram,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),MALAPPURAM,Smt. Jebi Mather Hisham (2022-28) (2022-2028),JEBI MATHER HISHAM,RS_JEBI MATHER HISHAM,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of Maruthankod - Smashanam Idavazhi Road, Chokkad Grama Panchayath","Construction of Maruthankod - Smashanam Idavazhi Road, Chokkad Grama Panchayath",2025-07-29 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_24cc210980ba
wk_24da34b769c1,,RS,Odisha,Odisha,Baleshwar,Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA),BALESHWAR,Smt. Sulata Deo (2022-28) (2022-2028),SULATA DEO,RS_SULATA DEO,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Completion of CRC Centre near Kantaghara Chhaka at Antara,Completion of CRC Centre near Kantaghara Chhaka at Antara,2025-05-28 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_24da34b769c1
wk_24e72af13df1,,RS,Karnataka,Karnataka,Tumakuru,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),TUMAKURU,Shri G.C. Chandrashekhar (2024-30) (2024-2030),G C CHANDRASHEKHAR,RS_G C CHANDRASHEKHAR,,Elected MP,Street lights,Normal/Others,Normal/Others,,"Installation of High Mask Light at tumkur district, Turuvekere talluk, Kasaba Hobali, Anenkere grama panchayath, Mallaghatta village","Installation of High Mask Light at tumkur district, Turuvekere talluk, Kasaba Hobali, Anenkere grama panchayath, Mallaghatta village",2025-10-28 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_24e72af13df1
wk_2540e65b9d2c,,RS,Tamil Nadu,Tamil Nadu,Coimbatore,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),COIMBATORE,Shri I.S. Inbadurai (2025-31) (2025-2031),I S INBADURAI,RS_I S INBADURAI,,Elected MP,Providing drains and gutters for public drainage,Normal/Others,Normal/Others,,Construction of concrete footpath and rainwater drain with culvert at nagrajapuram amman nagar and mattasalai east area ward no 6 vedapatti town panchayat,Construction of concrete footpath and rainwater drain with culvert at nagrajapuram amman nagar and mattasalai east area ward no 6 vedapatti town panchayat,2025-11-21 00:00:00,,,1730000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2540e65b9d2c
wk_2592a1c6300e,,RS,Kerala,Kerala,Malappuram,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),MALAPPURAM,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,RS_ABDUL WAHAB,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of Umerali Shihab Thangal Smaraka road or pathway, Ward No. 36, Malappuram Muni cipality","Construction of Umerali Shihab Thangal Smaraka road or pathway, Ward No. 36, Malappuram Muni cipality",2025-02-24 00:00:00,,,2500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2592a1c6300e
wk_25b140e3c433,,LS,Telangana,Telangana,Nizamabad,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),NIZAMABAD,Arvind Dharmapuri,ARVIND DHARMAPURI,LS_ARVIND DHARMAPURI,NIZAMABAD,,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of community hall near Ambedkar Mala Sangham,Construction of community hall near Ambedkar Mala Sangham,2024-12-18 00:00:00,,,350000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_25b140e3c433
wk_2601de39f589,,RS,Kerala,Kerala,Wayanad,WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA),WAYANAD,Shri C. Sadanandan Master (2025-31) (2025-2031),C SADANANDAN MASTER,RS_C SADANANDAN MASTER,,Nominated MP,Lighting of public spaces,Normal/Others,Normal/Others,,"Lighting of Public spaces Installation of mini mast light at Koodallur junction near building no. 77E, 11th ward in Irulam village, Poothadi Panchayath of Sulthan Bathery Thaluk, Wayanad District","Lighting of Public spaces Installation of mini mast light at Koodallur junction near building no. 77E, 11th ward in Irulam village, Poothadi Panchayath of Sulthan Bathery Thaluk, Wayanad District",2026-01-18 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2601de39f589
wk_267865bb440b,,RS,Karnataka,Karnataka,Shivamogga,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),SHIVAMOGGA,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),DHARMASTHALA VEERENDRA HEGGADE,RS_DHARMASTHALA VEERENDRA HEGGADE,,Nominated MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"To continue the further construction works of the community hall within the premises of the District Vokkaliga Association, Shivamogga City, Shivamogga District.","To continue the further construction works of the community hall within the premises of the District Vokkaliga Association, Shivamogga City, Shivamogga District.",2025-11-08 00:00:00,,,2500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_267865bb440b
wk_269e631d6d9a,,RS,Kerala,Kerala,Ernakulam,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),ERNAKULAM,Shri Haris Beeran (2024-30) (2024-2030),HARIS BEERAN,RS_HARIS BEERAN,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Renovation of South Pidavoor - Arakkapady Link Road .,Renovation of South Pidavoor - Arakkapady Link Road .,2025-09-10 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_269e631d6d9a
wk_26b7ac7bd60b,,LS,Karnataka,Karnataka,Kodagu,KODAGU(Deputy Commsioner Kodagu_ida),KODAGU,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,LS_YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,,Purchase Books for Library,Bar and Associations,Bar and Associations,,Purchase Books for Court Library Madikeri.,Purchase Books for Court Library Madikeri.,2024-12-21 00:00:00,,,50000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_26b7ac7bd60b
wk_26caa91ca86e,,RS,Maharashtra,Maharashtra,Nanded,NANDED(DISTRICT COLLECTOR NANDED_IDA),NANDED,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),AJEET MADHAVRAO GOPCHADE,RS_AJEET MADHAVRAO GOPCHADE,,Elected MP,Construction of rooms and halls in school and colleges,Trust and Society,Trust and Society,,"Construction of rooms to the Shri Ganesh Shikshan Sanstha Sanchalit Lal Bahadur Shastri Vidyalaya, Kasrali, Tq. Biloli, Dist. Nanded","Construction of rooms to the Shri Ganesh Shikshan Sanstha Sanchalit Lal Bahadur Shastri Vidyalaya, Kasrali, Tq. Biloli, Dist. Nanded",2025-09-25 00:00:00,,,1300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_26caa91ca86e
wk_271d451b4054,,RS,Uttar Pradesh,Uttar Pradesh,Sultanpur,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),SULTANPUR,Shri Kapil Sibal (2022-28) (2022-2028),KAPIL SIBAL,RS_KAPIL SIBAL,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,"Construction of Classrooms at Savitri Devi Memorial Public School, Daudpur, Devrajpur, District Sultanpur","Construction of Classrooms at Savitri Devi Memorial Public School, Daudpur, Devrajpur, District Sultanpur",2025-07-22 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_271d451b4054
wk_27340823f364,,RS,Telangana,Telangana,Jangoan,JANGOAN(DISTRICT COLLECTOR JANGAON_IDA),JANGOAN,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),RAVI CHANDRA VADDIRAJU,RS_RAVI CHANDRA VADDIRAJU,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of Community Hall Near SC Colony, Palakurthy (V&M), Jangaon District.","Construction of Community Hall Near SC Colony, Palakurthy (V&M), Jangaon District.",2024-10-18 00:00:00,,,499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_27340823f364
wk_278e2b1b7127,,RS,Bihar,Bihar,Vaishali,VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA),VAISHALI,Shri Sanjay Yadav (2024-30) (2024-2030),SANJAY YADAV,RS_SANJAY YADAV,,Elected MP,Construction of common work sheds/ common covered sitting area,Normal/Others,Normal/Others,,Construction of a twelve-foot high roofed platform with a hand pump on the available government land in Fatehpur Panchayat under Raghopur Block.,Construction of a twelve-foot high roofed platform with a hand pump on the available government land in Fatehpur Panchayat under Raghopur Block.,2025-09-02 00:00:00,,,1499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_278e2b1b7127
wk_27b196d76c57,,RS,Goa,Goa,North Goa,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),NORTH GOA,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),SADANAND MHALU SHET TANAVADE,RS_SADANAND MHALU SHET TANAVADE,,Elected MP,Purchase of vans and buses for educational institutions,Normal/Others,Normal/Others,,"School Bus for Keshava Seva Sadhana, Narayan Zantye School for Special Children, Vathadev, Sarvan, Bicholim. North Goa, Goa.","School Bus for Keshava Seva Sadhana, Narayan Zantye School for Special Children, Vathadev, Sarvan, Bicholim. North Goa, Goa.",2025-12-09 00:00:00,,,2636654.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_27b196d76c57
wk_2842527b4adb,,RS,Uttar Pradesh,Uttar Pradesh,Mirzapur,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),MIRZAPUR,Smt. Sangeeta Yadav (2022-28) (2022-2028),SANGEETA YADAV,RS_SANGEETA YADAV,,Elected MP,Installing hand pumps,Normal/Others,Normal/Others,,installation of hand pump at the said location in the attached letter,installation of hand pump at the said location in the attached letter,2025-11-15 00:00:00,,,40000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2842527b4adb
wk_28509a2c5481,,RS,Kerala,Kerala,Ernakulam,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),ERNAKULAM,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,RS_ABDUL WAHAB,,Elected MP,Construction of buildings for crèches and anganwadies,Normal/Others,Normal/Others,,"Construction of new building for Anganavadi, ward no.04, Kadungalloor Panchayath","Construction of new building for Anganavadi, ward no.04, Kadungalloor Panchayath",2025-03-16 00:00:00,,,1500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_28509a2c5481
wk_2855b98fdb9d,,RS,Odisha,Odisha,Khordha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),MANAS RANJAN MANGARAJ,RS_MANAS RANJAN MANGARAJ,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Repair and Renovation,Repair and Renovation,,Completion of CC road from Sesa Pradhan house to Harekrushna Pradhan house.,Completion of CC road from Sesa Pradhan house to Harekrushna Pradhan house.,2025-04-28 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2855b98fdb9d
wk_287fe18c6713,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Shri C. Sadanandan Master (2025-31) (2025-2031),C SADANANDAN MASTER,RS_C SADANANDAN MASTER,,Nominated MP,Lighting of public spaces,Normal/Others,Normal/Others,,Installation Of High mast light,Installation Of High mast light,2025-11-06 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_287fe18c6713
wk_287fef15f940,,RS,Odisha,Odisha,Kataka,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),KATAKA,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),MANAS RANJAN MANGARAJ,RS_MANAS RANJAN MANGARAJ,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of Podabara community center in ward no. 49, CMC, District- Cuttack","Construction of Podabara community center in ward no. 49, CMC, District- Cuttack",2025-06-07 00:00:00,,,150000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_287fef15f940
wk_288a86ba5080,,LS,Odisha,Odisha,Khordha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA,Smt Aparajita Sarangi,APARAJITA SARANGI,LS_APARAJITA SARANGI,BHUBANESWAR,,Construction of public libraries and reading rooms,Normal/Others,Normal/Others,,"Block-Khordha, Construction of Public Library Hall at village-Kapileswarpur, GP-Pubusahi","Block-Khordha, Construction of Public Library Hall at village-Kapileswarpur, GP-Pubusahi",2024-12-22 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_288a86ba5080
wk_28984badd8f3,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Shri Sandosh Kumar P (2022-28) (2022-2028),SANDOSH KUMAR P,RS_SANDOSH KUMAR P,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,"Installation of high mast Light (12 mts, 150w,5 bulbs) in Ambedkar Colony at Ward No.14 Valakkai Chengalayi Village","Installation of high mast Light (12 mts, 150w,5 bulbs) in Ambedkar Colony at Ward No.14 Valakkai Chengalayi Village",2025-06-10 00:00:00,,,400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_28984badd8f3
wk_2898ddc0e179,,RS,Madhya Pradesh,Madhya Pradesh,Dewas,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),DEWAS,Shri Vivek K. Tankha (2022-28) (2022-2028),VIVEK K TANKHA,RS_VIVEK K TANKHA,,Elected MP,Purchase Books for Library,Bar and Associations,Bar and Associations,,"Abhibhashak Sangh Khategaon, Nagar Parishad Khategaon, District Dewas ki Library hetu Books ki Khrid (mention in letter no.4024 at column no.2)","Abhibhashak Sangh Khategaon, Nagar Parishad Khategaon, District Dewas ki Library hetu Books ki Khrid (mention in letter no.4024 at column no.2)",2025-04-19 00:00:00,,,25000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2898ddc0e179
wk_28e54fd67bae,,RS,Telangana,Telangana,Mahabubabad,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),MAHABUBABAD,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),RAVI CHANDRA VADDIRAJU,RS_RAVI CHANDRA VADDIRAJU,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Laying of CC Road from Thodeti Mallaiah (H) to Narra Veeranna (H) at Chinnamuppram(V), Inugurthy(M)","Laying of CC Road from Thodeti Mallaiah (H) to Narra Veeranna (H) at Chinnamuppram(V), Inugurthy(M)",2025-05-25 00:00:00,,,499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_28e54fd67bae
wk_28f4a66a3651,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,CONSTRUCTION OF DUPDOR ABHOIPURIA GAON SANSKRITIK KENDRA BORAHIBARI,CONSTRUCTION OF DUPDOR ABHOIPURIA GAON SANSKRITIK KENDRA BORAHIBARI,2026-01-27 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_28f4a66a3651
wk_291451a86373,,RS,Maharashtra,Maharashtra,Kolhapur,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR,Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),DHANANJAY BHIMRAO MAHADIK,RS_DHANANJAY BHIMRAO MAHADIK,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of internal roads, gutters","Construction of internal roads, gutters",2026-01-12 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_291451a86373
wk_2977018d2b8e,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,CONSTRUCTION OF CHARAIDEO BAGISA SITOLA SANSKRITIK KENDRA,CONSTRUCTION OF CHARAIDEO BAGISA SITOLA SANSKRITIK KENDRA,2026-01-27 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2977018d2b8e
wk_297b4d7aa69e,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of Sibbari Sanskritik Kendra,Construction of Sibbari Sanskritik Kendra,2026-01-27 00:00:00,,,250000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_297b4d7aa69e
wk_29e911eaee05,,RS,Kerala,Kerala,Malappuram,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),MALAPPURAM,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,RS_ABDUL WAHAB,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Drinking water scheme at Theyyathumpadam SC Colony, Ward No.13, Edakkara Panchayat (SC)","Drinking water scheme at Theyyathumpadam SC Colony, Ward No.13, Edakkara Panchayat (SC)",2025-04-12 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_29e911eaee05
wk_29f9269aa864,,RS,Madhya Pradesh,Madhya Pradesh,Satna,SATNA(DISTRICT COLLECTOR SATNA_IDA),SATNA,Shri Vivek K. Tankha (2022-28) (2022-2028),VIVEK K TANKHA,RS_VIVEK K TANKHA,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,"Saraswati Jyoti Vidya Mandir Ucchtar Madhyamik Vidyalaya Babupur, District Satna main Shri Gyan Lok Seva Hitkarini Shiksha Samiti dwara sanchalit School Registration no. R.S.2909 main Kaksh Nirman hetu, Satna","Saraswati Jyoti Vidya Mandir Ucchtar Madhyamik Vidyalaya Babupur, District Satna main Shri Gyan Lok Seva Hitkarini Shiksha Samiti dwara sanchalit School Registration no. R.S.2909 main Kaksh Nirman hetu, Satna",2025-07-19 00:00:00,,,400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_29f9269aa864
wk_2a0c7be2e782,,RS,Kerala,Kerala,Malappuram,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),MALAPPURAM,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,RS_ABDUL WAHAB,,Elected MP,"Purchase of IT systems, including hardware and software for educational purposes",Normal/Others,Normal/Others,,"Purchasing of Computers for GLPS Poolapadam, Pothukallu Panchayat","Purchasing of Computers for GLPS Poolapadam, Pothukallu Panchayat",2026-01-15 00:00:00,,,250000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_2a0c7be2e782
